set	topic	title	good	bad	doc1	doc1keys1	doc1keys2	doc1keys	doc2	doc2keys1	doc2keys2	doc2keys	doc3	doc3keys1	doc3keys2	doc3keys	doc4	doc4keys1	doc4keys2	doc4keys	doc5	doc5keys1	doc5keys2	doc5keys
724	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0033-53-04631	"newspaper, check, news, 123, athropolis"	"translate, german, english, french, italian"	2	clueweb09-en0033-53-04632	"english, german, french, spanish, translate"	"specialists, rates, comservices, ability, aspwww"	1	clueweb09-en0035-17-34940	"copyright, finished, phrases, trans, maintain"	"german, english, translating, win, text"	2	clueweb09-en0041-17-34496	"english, international, professional, translate, german"	"software, express, languages, ideal, web"	1	clueweb09-en0041-40-16415	"french, spanish, translator, german, english"	"2003, steps, time, comfrench, downloads"	1
725	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0041-40-16467	"language, online, english, translator, httpwww"	"mondayfriday, 9am7pm, time, customized, netswaregetrans"	1	clueweb09-en0042-40-34346	"rocker, englishfrench, symbols, worldlingo, bulgarian"	"english, online, spanish, free, translation"	2	clueweb09-en0046-06-02376	"flights, buffalpo, r2, vg, hawaii"	"translate, german, httpwww, english, pwww"	2	clueweb09-en0057-94-15818	"german, spanish, translate, french, english"	"duena, llawen, potro, hewrew, drole"	1	clueweb09-en0058-48-27886	"tessathebutterf, gemnden, exhuman, victoria, n75908"	"translate, spanish, online, german, english"	2
726	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0060-48-20451	"german, services, spanish, free, translation"	"comments, support, directory, chat, port"	1	clueweb09-en0060-62-13318	"email, practice, vian, supplement, pragma"	"german, english, translation, spanish, languages"	2	clueweb09-en0068-48-07398	"german, software, english, translation, lec"	"economically, view, 36, websites, affordable"	1	clueweb09-en0071-31-18283	"pantera, n11071, best, zysdcom, jadeillustrations"	"online, spanish, translate, free, english"	2	clueweb09-en0075-26-24861	"newstran, 2003, martinez, 0019699096679688, time"	"spanish, english, translation, german, free"	2
727	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0079-71-00039	"ideas, allwords, difference, charms, 200"	"english, services, french, free, translation"	2	clueweb09-en0082-50-16802	"translation, german, english, will, software"	"desktop, fedex, affordable, outstanding, major"	1	clueweb09-en0089-20-23405	"werner, 2003, execution, note, ma"	"spanish, german, translator, french, english"	2	clueweb09-en0092-37-21876	"quran, russianfrench, agency, matire, alketabcom"	"english, dictionary, translation, french, free"	2	clueweb09-en0093-32-10272	"free, italian, translation, english, french"	"worldlingo, analogy, open, maintenu, au"	1
728	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0093-69-24325	"english, dictionaries, translation, languages, italian"	"travel, money, copyright, live, altavista"	1	clueweb09-en0095-89-01179	"english, french, german, translator, italian"	"card, phrasebook, hotel, rental, sebadam"	1	clueweb09-en0096-26-09181	"wordzone, default, 0018321990966797, javascript, plain"	"english, german, translate, french, language"	2	clueweb09-en0096-49-33915	"word, asks, 75th, mobile, marks"	"native, german, english, translation, language"	2	clueweb09-en0097-83-02154	"terms, minutes, attract, takes, providing"	"dictionary, spanish, translate, english, german"	2
729	20932	"translation from German to English."	"pages that help in translating German to English, either online or by downloading tools."	"pages that cannot be used to translate or are dedicated to other languages."	clueweb09-en0105-70-30114	"tour, flag, turkish, finnish, e15c800"	"russian, language, english, translator, german"	2	clueweb09-en0108-25-21370	"switzerland, jobs, copyright, privacy, speakers"	"german, interpreters, english, translator, contact"	2	clueweb09-en0112-90-12774	"german, spanish, translation, english, italian"	"bittorrent, treadwell, m550, noninvasive, order"	1	clueweb09-en0117-09-19637	"free, english, spanish, dictionary, translation"	"usage, guidelines, dtp, papi, dutch"	1	clueweb09-en0124-61-37839	"german, keyword, french, translate, english"	"wide, hear, affiliates, billingual, faq"	1
749	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0000-06-18906	"er, c4c, ur, sudoku, free"	"adeho, skeudennma, rummad, pennado, play"	1	clueweb09-en0000-59-26471	"lost, change, message, puzzle, day"	"games, funny, sudoku, form, cgaps"	2	clueweb09-en0001-06-08531	"sudoku, ei, yn, wedi, c4c"	"gnu, dod, uchod, eginyn, erthygl"	1	clueweb09-en0001-53-21796	"time, download, games, sudoku, puzzles"	"super, generator, respective, sushi, advance"	1	clueweb09-en0002-58-19435	"sudoku, printable, online, free, puzzles"	"weblog, reviews, improve, user, hard"	1
750	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0002-74-19858	"art, httpnds, play, druckt, vrkommen"	"web, de, sudoku, c4c, free"	2	clueweb09-en0003-05-21699	"popular, submit, privacy, wareseekercom, login"	"software, solver, sudoku, download, solving"	2	clueweb09-en0003-07-10311	"accelerator, sudoku, 2008, puzzles, shareware"	"contact, sudokusecrets, 93k, t‚l‚chargement, mac"	1	clueweb09-en0003-07-10314	"sitemap, purchase, programas, descargar, 1492k"	"sudoku, 2008, puzzles, games, 21"	2	clueweb09-en0003-96-09780	"purple, proudly, myspace, volleyball, gigaz"	"puzzles, sudoku, samurai, super, free"	2
751	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0004-30-19034	"sudoku, kid, games, math, puzzles"	"january, eggs, fish, 21, flowers"	1	clueweb09-en0004-53-00584	"nl, de, daily, sudoku, forum"	"sudokumobile, pocketthoughts, versie, singlenumber, phone"	1	clueweb09-en0004-60-25692	"sudoko, generation, palm, recommend, portable"	"98, download, fun, free, sudoku"	2	clueweb09-en0004-67-19950	"amd, 1999, rights, review, submitmodify"	"windows, link, sudoku, download, puzzles"	2	clueweb09-en0005-00-26262	"childrens, logic, word, sudoku, puzzle"	"90, 88, 93, representative, snake"	1
752	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0005-03-18671	"reserved, full, trademarks, registered, view"	"buy, arcamax, games, puzzles, sudoku"	2	clueweb09-en0005-76-06475	"playing, puzzle, sensible, sudoku, daily"	"utilizza, vendita, form, di, responsabile"	1	clueweb09-en0006-63-02042	"sudoku, puzzles, play, online, solving"	"machine, minnesota, jackpot, worldwide, unobvious"	1	clueweb09-en0007-63-08991	"solving, digit, three, sudoku, puzzle"	"feenstra, magazines, early, addictive, beginners"	1	clueweb09-en0007-84-03840	"6x6, employed, creativescience, bold, coming"	"puzzles, classic, sudoku, solving, solver"	2
753	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0008-33-04414	"solution, kanji, sudoku, 367, 678"	"document, numerals, three, 30, press"	1	clueweb09-en0009-37-03757	"handhelds, 30, submit, play, limited"	"email, puzzles, day, sudoku, astraware"	2	clueweb09-en0009-52-01644	"sudoku, online, play, puzzles, free"	"search, 86691, group, esudo, registration"	1	clueweb09-en0010-28-24605	"small, sudoku, kids, contact, puzzles"	"program, copyright, wwwactivityvillage, house, feedback"	1	clueweb09-en0010-44-34890	"letter, difficult, sudoku, puzzles, form"	"reserved, three, copyright, view, kentucky"	1
754	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0011-17-39102	"Õnda, kez, diger, oynandÕ, oynamak"	"sue, makyaj, giydir, barbie, oyun"	2	clueweb09-en0011-30-00795	"game, buy, mb, sudoku, puzzles"	"2005, security, submit, action, servers"	1	clueweb09-en0011-48-34650	"circle, 6x6x6, links, triangle, wied"	"sum, skyscraper, sudoku, battleships, killer"	2	clueweb09-en0011-65-31913	"sudoku, zylom, play, life, games"	"thins, lightforce, spot, 30, start"	1	clueweb09-en0011-71-35706	"washington, universal, book, yahoo, jigsaw"	"play, free, game, sudoku, puzzle"	2
755	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0011-80-36739	"puzzles, software, free, sudoku, game"	"thirdparty, block, rainbow, kagiru, router"	1	clueweb09-en0011-97-07847	"printable, sudoku, puzzles, online, harder"	"mp7, interactive, hp10, hp8, mi8"	1	clueweb09-en0012-48-34189	"hit, invented, magazines, japan, nikoli"	"online, number, puzzle, play, sudoku"	2	clueweb09-en0017-32-26044	"myspace, buzz, search, advanced, favorites"	"download, sudoku, publisher, 061, master"	2	clueweb09-en0018-63-25286	"sudoku, puzzles, 150, ace, software"	"2004, descargar, sitemap, submit, 1150k"	1
756	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0019-39-20353	"visastous, n41902, sexcyone476, messenger, pearline"	"game, download, sudoku, free, puzzles"	2	clueweb09-en0021-36-42923	"ten, hundreds, intosudoku, copyright, based"	"screenshot, sudoku, puzzles, levels, print"	2	clueweb09-en0023-10-01340	"columns, newspaper, sudoku, daily, weekly"	"triplets, abc, martin, download, monster"	1	clueweb09-en0026-72-11814	"sets, software, electronic, 2008, today"	"palm, games, puzzles, printable, sudoku"	2	clueweb09-en0029-99-02158	"jack, bradan, tristipinkston, adalaide, drycher"	"printable, game, sudoku, puzzles, free"	2
757	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0031-94-26247	"links, publisher, dracosoft, sudoku, 12"	"conditions, slashdot, advertise, contact, policy"	1	clueweb09-en0032-07-25744	"terms, slashdot, register, rights, privacy"	"software, sudoku, solve, puzzles, download"	2	clueweb09-en0032-48-22017	"time, program, levels, sitemap, find"	"puzzles, 19, 2008, jul, sudoku"	2	clueweb09-en0033-10-16238	"download, free, puzzles, solve, sudoku"	"bondjoukdjia, abishag, mallioufas, piers, n88260"	1	clueweb09-en0034-89-12655	"principiantes, smartphone, ware, sample, periodico"	"pc, play, online, puzzle, sudoku"	2
758	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0035-17-36876	"hint, exefind, 20052006, difficult, algorithm"	"solve, ace, sudoku, puzzle, game"	2	clueweb09-en0037-59-17676	"weekly, web, daily, site, sudoku"	"mmviii, screen, dimensions, giant, twins"	1	clueweb09-en0040-40-11343	"photographic, tower, download, hanoi, net"	"game, facebook, solve, sudoku, puzzle"	2	clueweb09-en0040-58-05190	"info, puzzle, play, sudoku, number"	"1986, turnkey, international, popular, dell"	1	clueweb09-en0040-73-24485	"puzzles, sudoku, email, pairs, download"	"tabl, range, contents, os, handhelds"	1
759	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0041-93-13495	"puzzles, astraware, email, pairs, sudoku"	"packs, limited, devices, subscribers, desperate"	1	clueweb09-en0047-33-10100	"2008, handle, choose, best, guidance"	"games, sudoku, kids, logic, play"	2	clueweb09-en0047-42-13083	"download, contact, order, sudoku, feed"	"2006, direct, daily, 8709, wordoku"	1	clueweb09-en0048-81-02262	"browse, sodokurules, clock, webring, misspelled"	"download, game, sudoku, puzzle, crossword"	2	clueweb09-en0051-91-27886	"printable, odd, list, kind, fortnightly"	"sudoku, columns, daily, weekly, features"	2
760	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0055-36-16866	"pc, play, blog, limited, internet"	"puzzles, sudoku, astraware, email, daily"	2	clueweb09-en0055-36-16870	"bit, linux, indepth, sites, good"	"astraware, download, puzzles, links, sudoku"	2	clueweb09-en0059-00-03648	"bmw9ed, off0f, for0de, concert329, of3a0"	"game, sudoku, easy, free, puzzles"	2	clueweb09-en0060-72-09290	"browse, visit, puzzeljp, misspelled, assistenten"	"puzzle, game, online, sudoku, free"	2	clueweb09-en0061-48-15081	"sudoku, online, play, site, puzzles"	"reserved, logic, kids, comment, best"	1
761	20976	"information on Sudoku Puzzles."	"online sudoku puzzles, its origins, software, games, etc."	"pages containing links to download puzzles."	clueweb09-en0065-45-14327	"weekly, daily, sudoku, mini, web"	"list, duelling, high, monster, abc"	1	clueweb09-en0067-74-30854	"puzzles, squares, rows, columns, sudoku"	"mobile, 2007, difficult, questions, firstever"	1	clueweb09-en0071-52-14096	"vanessa, giftmothersday, www2jan, jeneva, gullaghur"	"puzzles, free, sudoku, printable, download"	2	clueweb09-en0074-81-20919	"essential, comsudoku, usatodaycom, nikoli, unlimited"	"game, puzzle, sudoku, crossword, suduko"	2	clueweb09-en0074-81-20920	"sudokushareware, monster, newsday, handheld, nis"	"puzzle, solve, online, sudoku, free"	2
